ID;user_ID;skill
"818768de-da64-42b0-a01c-c3ff44839c68";"1642d9f3-b184-47ee-b3e6-333f34870557";"SAP SD"
"7ee3a35d-b557-4d89-b220-729366d0688c";"1642d9f3-b184-47ee-b3e6-333f34870557";"Adobe Forms"
"5455ab4f-0e5b-436e-b889-d64f1d87ab7c";"1642d9f3-b184-47ee-b3e6-333f34870557";"SAP FI"
"69a9e980-c189-4784-b070-7a27ac5e4bf3";"1642d9f3-b184-47ee-b3e6-333f34870557";"SAP UI5"
"e2c64ca1-48ee-4992-a8df-ad956ed4a326";"1642d9f3-b184-47ee-b3e6-333f34870557";"Node.js"
"02c6ae11-cd3f-4cef-90fb-3ee7f4a0e256";"c08fa64c-5fab-4d22-ae23-62181164e4fb";"SAP Fiori"
"3a7221d8-c51b-4e15-88e8-7641961c574b";"c08fa64c-5fab-4d22-ae23-62181164e4fb";"ABAP"
"147438f9-f2da-4e12-9e06-722f6350eda0";"c08fa64c-5fab-4d22-ae23-62181164e4fb";"OData"
"a897e045-9889-4dbd-9f52-6fc82bfa40b9";"fe9c1a7f-96c9-4e73-9397-1f29daf186cb";"SAP FI"
"2dd1dddc-b106-4e33-9eea-5a2fab685c5a";"fe9c1a7f-96c9-4e73-9397-1f29daf186cb";"CDS Views"
"475af7f0-06ef-452e-a98c-31c660bbb1b8";"fe9c1a7f-96c9-4e73-9397-1f29daf186cb";"Node.js"
"793dee35-8dfc-4847-a64d-373d0756bc4b";"fe9c1a7f-96c9-4e73-9397-1f29daf186cb";"SAP SD"
"245adcb1-75fe-437a-8df4-d3baf865333f";"fe9c1a7f-96c9-4e73-9397-1f29daf186cb";"BTP"
"5cc2be60-8706-415d-9c82-22e42097703f";"944f4f6a-a693-41ba-9a16-5ab2f990d83e";"BTP"
"7972abce-689a-4a4e-adda-ac3afddf774d";"944f4f6a-a693-41ba-9a16-5ab2f990d83e";"SAP UI5"
"e64c3f37-2712-4ad1-8656-a4863087cbaf";"b09550fd-8b85-430b-bbba-3325a04581dd";"Node.js"
"beb851eb-dbea-4104-82af-3f68877bc1b8";"b09550fd-8b85-430b-bbba-3325a04581dd";"SAP MM"
"25995df0-bf52-417e-ab9b-6dc7ee1b42a3";"b09550fd-8b85-430b-bbba-3325a04581dd";"SAP SD"
"cdfc619d-7bb5-4634-b88a-ffef471e0dfc";"b09550fd-8b85-430b-bbba-3325a04581dd";"CDS Views"
"b1713c78-bb47-479d-a2c1-7eeb69835dc6";"b09550fd-8b85-430b-bbba-3325a04581dd";"ABAP"
"bb40890c-f3fc-4874-94e5-fd6a3d2202a9";"86516bc1-d460-4a16-97e1-9b4cd01845b6";"BTP"
"c89ce2f5-0bc9-440e-b782-8c5f666b3b54";"86516bc1-d460-4a16-97e1-9b4cd01845b6";"ABAP"
"b115ce4d-3dca-431f-9d72-bc97e060a3ba";"86516bc1-d460-4a16-97e1-9b4cd01845b6";"SAP SD"
"42ead666-aa8a-4277-b777-2b335cc3e977";"5f4a7cd8-9d7f-48ea-a38d-2ae90008be0c";"ABAP"
"54f4b4d5-6fab-41be-8adf-ce3dee21d996";"5f4a7cd8-9d7f-48ea-a38d-2ae90008be0c";"SAP SD"
"fc5952a4-2879-4436-9e1c-8d1400cf0567";"5f4a7cd8-9d7f-48ea-a38d-2ae90008be0c";"SAP UI5"
"2373b70a-aa54-47bc-9d12-e68a7ea10d52";"5f4a7cd8-9d7f-48ea-a38d-2ae90008be0c";"BTP"
"7d597717-c930-42b5-a37f-87a668b2b27d";"c3d36021-4180-48bf-bf34-0e8a4b07c9ca";"SAP FI"
"f8def3a9-5ea0-47d2-a26f-67339ccebd96";"c3d36021-4180-48bf-bf34-0e8a4b07c9ca";"Adobe Forms"
"8395d68c-c2f0-4832-966f-6754ed221525";"c3d36021-4180-48bf-bf34-0e8a4b07c9ca";"SAP CO"
"3544aaea-069d-4bac-8035-bce4f9a83ffe";"c3d36021-4180-48bf-bf34-0e8a4b07c9ca";"SAP MM"
"da1bcd50-dc35-44ae-8ff3-6ecf944ef06a";"78d775d5-213c-4b4f-8db8-2c74cad43666";"Node.js"
"988d3b16-4387-4165-8e3e-13f41487091f";"78d775d5-213c-4b4f-8db8-2c74cad43666";"SAP FI"
"c7b7188a-4462-40cf-974c-9791df50f447";"78d775d5-213c-4b4f-8db8-2c74cad43666";"Workflow"
"dbf561e9-2c8c-4ee5-8c8e-8cb7a67abd3b";"78d775d5-213c-4b4f-8db8-2c74cad43666";"SAP Fiori"
"3659b63e-957f-42aa-96ff-3bed521cb0f5";"78d775d5-213c-4b4f-8db8-2c74cad43666";"BTP"
"9e67ff56-5110-42ea-8a8b-80be4e80c1b8";"4605897d-84b5-41b0-ac7f-3b75fe5ec779";"Adobe Forms"
"fe3e74a3-daf7-4fd8-a659-260c45e0ba3b";"4605897d-84b5-41b0-ac7f-3b75fe5ec779";"SAP FI"
"3b633f25-6ec5-4e62-a234-aec83356e37b";"4605897d-84b5-41b0-ac7f-3b75fe5ec779";"OData"
"5d2e49b5-dfa1-48ab-845b-418f03846291";"4605897d-84b5-41b0-ac7f-3b75fe5ec779";"Workflow"
"245b708c-ef03-4bcf-9258-ae0929014dc3";"2522285c-386e-4397-9c8a-11fb945195a0";"SAP FI"
"ef1c1e62-3fbc-4ee5-9c83-6aa187a1d837";"2522285c-386e-4397-9c8a-11fb945195a0";"SAP MM"
"b389b7c6-23dd-4888-9a34-e758fb09ef6d";"2522285c-386e-4397-9c8a-11fb945195a0";"SAP CO"
"ddc3217b-5799-44ff-bc49-05cc6058a0f8";"2522285c-386e-4397-9c8a-11fb945195a0";"SAP UI5"
"0f7705fb-d847-4597-951f-e9a159700536";"2522285c-386e-4397-9c8a-11fb945195a0";"SAP Fiori"
"5d526093-166f-4408-aef6-9ea46dcb3dc1";"a76fee0e-13d8-4e74-8b99-bc8e888d90e3";"BTP"
"b033eb12-f3f0-4b36-9ce9-b9fe63f96bc1";"a76fee0e-13d8-4e74-8b99-bc8e888d90e3";"SAP FI"
"42824346-7267-4771-bc70-71f6b1566fbd";"a76fee0e-13d8-4e74-8b99-bc8e888d90e3";"OData"
"508b2e2b-e3c8-4c24-aba4-d20980583bb1";"a76fee0e-13d8-4e74-8b99-bc8e888d90e3";"ABAP"
"0330e878-2b10-493f-98a0-7adb467f879d";"a76fee0e-13d8-4e74-8b99-bc8e888d90e3";"Node.js"
"d60bc306-4299-478c-ade5-b1d6b82c9fe8";"2420309b-e0d1-45b4-9aa7-a880fa642944";"SAP FI"
"512cfc33-a71a-4bc8-b02c-cc6d1a5f3f27";"2420309b-e0d1-45b4-9aa7-a880fa642944";"OData"
"0177a5b0-c212-4ada-a7c1-9f0d19596935";"2420309b-e0d1-45b4-9aa7-a880fa642944";"SAP UI5"
"daa41655-a600-41f1-bf34-93129e615a11";"5fd6c5ec-6e4c-4f44-916e-3aa16441aa34";"ABAP"
"99bceeb3-458a-4fd5-a688-50c43052594a";"5fd6c5ec-6e4c-4f44-916e-3aa16441aa34";"Adobe Forms"
"61a80677-ded6-45ca-8051-f487d3cb7fc5";"6dc6ab89-0a8f-41ee-a4c1-ae1d2a00168a";"SAP MM"
"31f72ca7-2fb7-46d9-b1c4-849d895e6a81";"6dc6ab89-0a8f-41ee-a4c1-ae1d2a00168a";"SAP SD"
"75952b99-d81e-4448-bb93-c8ce19ef7240";"62c6e2a3-046d-49ab-84ee-4926d5836b14";"SAP UI5"
"261af89c-22b6-4243-aa96-b57be18d47e5";"62c6e2a3-046d-49ab-84ee-4926d5836b14";"SAP CO"
"851cb7e4-8065-447a-8c2e-79086c43e227";"62c6e2a3-046d-49ab-84ee-4926d5836b14";"CDS Views"
"aeed490c-9985-4cd4-8221-cb5e26e57b82";"6f688038-43aa-49b7-a659-e7a3ef18d96a";"SAP UI5"
"84584e15-ad9b-41cd-aefd-d5f7ec6783f3";"6f688038-43aa-49b7-a659-e7a3ef18d96a";"SAP Fiori"
"d9352d75-c0e1-4b5a-9165-6341259dc056";"6f688038-43aa-49b7-a659-e7a3ef18d96a";"BTP"
"befa7426-534e-4fd8-a8f9-07e47bf1a71c";"6f688038-43aa-49b7-a659-e7a3ef18d96a";"SAP FI"
"2af17361-9809-4d2b-b73f-f3d356a4b047";"e2f16d94-8296-480d-8dd1-205c01117b6d";"SAP UI5"
"7e3f2b73-f440-437d-afa3-65c40f14bfa8";"e2f16d94-8296-480d-8dd1-205c01117b6d";"SAP Fiori"
"a384eec7-508f-4e1b-b245-60e858f9d303";"e2f16d94-8296-480d-8dd1-205c01117b6d";"SAP SD"
"53c91568-74f5-4c30-a94f-86328d6f6138";"a7ee5530-1af4-4605-a48f-5886533c7b85";"SAP FI"
"155e478a-b6dd-4a4f-a07f-33fd8b261fa6";"a7ee5530-1af4-4605-a48f-5886533c7b85";"BTP"
"956fb560-7bba-4a23-849c-19e848409e39";"a7ee5530-1af4-4605-a48f-5886533c7b85";"SAP MM"
"4d44bfcc-ce4b-48ef-9ef4-62451ae76920";"a7ee5530-1af4-4605-a48f-5886533c7b85";"ABAP"
"c43b39b0-bacf-459a-a035-00573b9cb331";"a7ee5530-1af4-4605-a48f-5886533c7b85";"SAP SD"
"1c53b22e-abaa-4e29-904c-cf11021a4731";"93dc0a31-0796-4945-acd4-220667eac00a";"SAP CO"
"cacef441-8ae5-41ec-b3b3-44c9fb3c318d";"93dc0a31-0796-4945-acd4-220667eac00a";"OData"
"01137234-b25e-46fe-9b0b-91265c536010";"93dc0a31-0796-4945-acd4-220667eac00a";"Workflow"
"423af068-1b7b-42b5-bfff-aa7faf41f4f3";"0e5e7b8a-274b-477f-b15a-b724ca62fed7";"ABAP"
"5c00541c-c6d4-4760-a2ec-1ef6216cd2d1";"0e5e7b8a-274b-477f-b15a-b724ca62fed7";"SAP MM"
"a53b9496-74cf-4d7e-b2a5-aca34722b668";"0e5e7b8a-274b-477f-b15a-b724ca62fed7";"Workflow"
"1bf0f876-2906-4563-b0ba-6192791111ae";"0e5e7b8a-274b-477f-b15a-b724ca62fed7";"SAP Fiori"
"ac97ff9d-e838-4a7a-a28a-3f3a412ccfc6";"4bd62cd4-ea68-4002-8e72-dfdb59301405";"SAP CO"
"6608c9bb-cd8d-4ff4-be84-a9b5a3e401cf";"4bd62cd4-ea68-4002-8e72-dfdb59301405";"Node.js"
"3f997ec8-bbfa-4073-8dcc-9c25b7268d58";"96bcfe38-8cbb-4940-9b0b-8fc4ecf3ed67";"Workflow"
"6cc35314-1ccd-4534-8710-4fe54dbdd535";"96bcfe38-8cbb-4940-9b0b-8fc4ecf3ed67";"SAP CO"
"c333f9fe-756a-408b-ae7f-d80f01b33407";"96bcfe38-8cbb-4940-9b0b-8fc4ecf3ed67";"OData"
"b65c9ac7-255c-47f6-a2a2-6629ea31cb39";"d99ce562-4c57-4436-a841-f2394b4bf61b";"BTP"
"ec243676-8757-4ab3-b3fc-b662eb74f1ea";"d99ce562-4c57-4436-a841-f2394b4bf61b";"SAP FI"
"59173e8b-ba0f-4d5d-b7b7-20822e9dd03c";"d99ce562-4c57-4436-a841-f2394b4bf61b";"CDS Views"
"5d44d5ee-7f24-4204-9d76-72b4c47f9758";"80b1f6d4-b5db-4516-85ca-c0894fe1b5f4";"SAP UI5"
"3b74bd70-d368-473c-abf9-96e5a0a10c07";"80b1f6d4-b5db-4516-85ca-c0894fe1b5f4";"ABAP"
"cab32501-edc7-4586-bccb-653111d61c2a";"80b1f6d4-b5db-4516-85ca-c0894fe1b5f4";"SAP MM"
"6f7a0b78-4486-4dce-ae32-70fa64aeb753";"8cb37710-7f95-4d19-adc2-2079d7af2fb6";"SAP MM"
"5137409d-99b2-42f0-a44e-a1ab8c46b60b";"8cb37710-7f95-4d19-adc2-2079d7af2fb6";"SAP UI5"
"bfd1cb57-a9d4-432e-b4ee-843ff21de504";"8cb37710-7f95-4d19-adc2-2079d7af2fb6";"ABAP"
"e3461c69-0dcb-4729-9c30-bc34c1ffb1f5";"3d686541-80e7-45f7-b4b3-afec6c74a628";"Workflow"
"75802c91-c2dd-4d31-99b0-0b9c83097b0b";"3d686541-80e7-45f7-b4b3-afec6c74a628";"Node.js"
"9fbfd064-59f7-443c-b93a-e93fa8d860fb";"3d686541-80e7-45f7-b4b3-afec6c74a628";"SAP SD"
"e14859b9-d119-4de8-89f2-a01a8ad32984";"3d686541-80e7-45f7-b4b3-afec6c74a628";"SAP CO"
"3c706c9c-c210-4d2e-a111-ec73fb72fdd2";"14591487-392a-40b0-bb95-b2d067b70a31";"ABAP"
"83e932b3-ecf8-49f9-931e-8104d5f02b14";"14591487-392a-40b0-bb95-b2d067b70a31";"SAP CO"
"7b6b1245-59f2-4986-836d-8fa419ae7693";"14591487-392a-40b0-bb95-b2d067b70a31";"SAP SD"
"9155e765-7d80-4995-a27d-144cd389188a";"14591487-392a-40b0-bb95-b2d067b70a31";"Adobe Forms"
"0f4b9604-9ee8-4ecc-bc07-1f3014d9a24d";"14591487-392a-40b0-bb95-b2d067b70a31";"Workflow"
"a83454a0-eebb-4163-b233-68bfee3f5869";"1d1247b7-c363-41b5-b80f-483e2a0c22c4";"Workflow"
"4551ec2e-a873-4749-a297-b0c50be7ef66";"1d1247b7-c363-41b5-b80f-483e2a0c22c4";"SAP SD"
"9eb747f4-14fa-4cfe-b441-a7402653edae";"1d1247b7-c363-41b5-b80f-483e2a0c22c4";"ABAP"
"69676e70-d145-44a0-ba9f-f37cb4e1d602";"1d1247b7-c363-41b5-b80f-483e2a0c22c4";"BTP"
"50b64bd4-5d15-4a80-9452-e53971000193";"1d1247b7-c363-41b5-b80f-483e2a0c22c4";"SAP Fiori"
"b7390918-e053-4fb2-ba39-0e5e19dcbfef";"6e4ddc3f-d0f8-4339-8ee1-15b869e8a005";"SAP SD"
"9cda69ae-08ed-4bf8-9f57-776c2dfc93c5";"6e4ddc3f-d0f8-4339-8ee1-15b869e8a005";"SAP Fiori"
"d0b0079e-f965-4ca4-ba5c-0b9f28723307";"d4920512-b334-482f-afe0-0dd39b493520";"SAP Fiori"
"a8ceb4ac-4eea-4ea3-8dd2-3b8a4565da6d";"d4920512-b334-482f-afe0-0dd39b493520";"CDS Views"
"d2d09e15-3116-41d4-a7ac-c314925170a6";"91ac5320-6925-4512-9558-d1a2c1c1cbf0";"BTP"
"b6b9cf97-67f6-4e5c-9677-bbafc04bbb7f";"91ac5320-6925-4512-9558-d1a2c1c1cbf0";"SAP MM"
"52c31c76-1b2f-4cef-a287-9a473c7ea65c";"91ac5320-6925-4512-9558-d1a2c1c1cbf0";"SAP UI5"
"391827be-a763-4baa-929f-eb1b11783a7b";"91ac5320-6925-4512-9558-d1a2c1c1cbf0";"ABAP"
"893378e7-5367-437a-9a90-a72d4d5900be";"91ac5320-6925-4512-9558-d1a2c1c1cbf0";"OData"
"287b8166-4060-4049-959e-737bb43c4157";"7ca5b4ca-daff-4b52-9f15-456963a0e548";"BTP"
"c4c08939-9cb7-43ab-b056-002a5f8786fa";"7ca5b4ca-daff-4b52-9f15-456963a0e548";"SAP Fiori"
"02c71042-1c71-4643-8c67-4e50fdc04d42";"efc28af2-0bfe-4572-af0a-23a3e2080af9";"Node.js"
"06422449-6813-4017-9f9e-1e60961beb5c";"efc28af2-0bfe-4572-af0a-23a3e2080af9";"OData"
"2e454b9a-9625-4436-a444-c7adbc82c22c";"efc28af2-0bfe-4572-af0a-23a3e2080af9";"SAP CO"
"8b945b04-89b8-4489-8602-901ae0725633";"c4680fd8-2d51-4a7a-9363-a0a0b9de4047";"Workflow"
"77c233b5-ee99-47fe-be9b-9a6759ccaffa";"c4680fd8-2d51-4a7a-9363-a0a0b9de4047";"ABAP"
"066f8d4e-f00d-4d96-bf51-f88f18c18ab3";"c4680fd8-2d51-4a7a-9363-a0a0b9de4047";"SAP CO"
"14e1db8d-85fb-4f2e-87ef-718acad38574";"933caeb1-5ddc-43a4-b61b-a244329bc207";"SAP UI5"
"930b11db-4f79-410e-b49e-199c7fbaa061";"933caeb1-5ddc-43a4-b61b-a244329bc207";"SAP FI"
"3556ee38-7515-43ce-8dfc-73df9c48cf12";"933caeb1-5ddc-43a4-b61b-a244329bc207";"SAP MM"
"42b3e78b-79a6-4f2d-b57b-dd98ef287c17";"933caeb1-5ddc-43a4-b61b-a244329bc207";"SAP CO"
"3316545a-180a-4f28-b9d3-e7c774b83beb";"1fdf5fee-296c-4a4a-b3a9-1f7da95fb44b";"SAP CO"
"ad069b95-c174-4adc-aea4-0832dfee011d";"1fdf5fee-296c-4a4a-b3a9-1f7da95fb44b";"BTP"
"5609dce3-e21b-4b13-b39e-92d8b2d194e5";"1fdf5fee-296c-4a4a-b3a9-1f7da95fb44b";"Adobe Forms"
"ca2f4133-9a27-4b53-ae85-44baf22bfd43";"1fdf5fee-296c-4a4a-b3a9-1f7da95fb44b";"Workflow"
"73c3f11e-6b30-4e42-921c-523af044fc95";"b528d16c-d7c9-43fa-bfb8-15dd469d6a8e";"BTP"
"4e16f0d3-e433-440c-9486-046013ff8b02";"b528d16c-d7c9-43fa-bfb8-15dd469d6a8e";"SAP Fiori"
"5ec04fc9-6ce6-498f-bb3e-e4ff1df91b78";"b528d16c-d7c9-43fa-bfb8-15dd469d6a8e";"SAP FI"
"6205004f-492d-451c-bbd2-368b7ddc1a93";"976d9b1d-5564-4da7-88f0-3a82a651e573";"Workflow"
"8cae1989-8ca1-436c-917c-5af2e8e8765a";"976d9b1d-5564-4da7-88f0-3a82a651e573";"CDS Views"
"e7d16710-4890-4800-ba0b-953e55245a6a";"976d9b1d-5564-4da7-88f0-3a82a651e573";"Node.js"
"11063a85-c0c5-486b-8f41-61031d6ecb89";"2b6550ac-9fcf-4ff0-aa22-c62f3ee8b702";"SAP SD"
"f99cbeff-72a8-42b1-92ab-18d66971aa48";"2b6550ac-9fcf-4ff0-aa22-c62f3ee8b702";"CDS Views"
"df024ff2-1ad5-4666-8203-7ca8bb9609fc";"2b6550ac-9fcf-4ff0-aa22-c62f3ee8b702";"SAP CO"
"482fa93b-cea3-4a9f-b5dc-e76eb68db2eb";"2b6550ac-9fcf-4ff0-aa22-c62f3ee8b702";"SAP UI5"
"7d1ad526-2711-4e73-b4be-fd984a2c0819";"2b6550ac-9fcf-4ff0-aa22-c62f3ee8b702";"OData"
"5aa37e61-baff-453a-b292-b009e970d1d1";"be7b9789-e288-47de-8cb4-85b554c27e3e";"BTP"
"27a8bed5-8a3f-4ba0-8615-0eaaa8234232";"be7b9789-e288-47de-8cb4-85b554c27e3e";"SAP CO"
"1c690ebd-3d7a-4003-9a2c-3f90f34dfc6b";"be7b9789-e288-47de-8cb4-85b554c27e3e";"SAP Fiori"
"279b7886-938c-4b93-ae2f-9c18c02fda6f";"be7b9789-e288-47de-8cb4-85b554c27e3e";"OData"
"c4ba3e94-c023-4f96-9789-b6edfeb2ee2f";"1f99461a-3032-43ef-9a16-9cd881606d5a";"CDS Views"
"d4fb2020-679d-401e-9866-df5eb502df14";"1f99461a-3032-43ef-9a16-9cd881606d5a";"BTP"
"7ba91a3a-c59c-40f5-a131-ef4dc3e49ed1";"1f99461a-3032-43ef-9a16-9cd881606d5a";"Adobe Forms"
"a3933667-1008-4872-ba2c-7f86c5eba42e";"1f99461a-3032-43ef-9a16-9cd881606d5a";"SAP FI"
"dfc74cad-2a51-42bd-9981-e64ab0eadd61";"1f99461a-3032-43ef-9a16-9cd881606d5a";"ABAP"
"a31b133c-041d-4382-9756-5f30455abdb2";"d7469bf8-4aea-472c-98e1-2969c17945ca";"SAP Fiori"
"2137328c-3e63-46ce-9c1a-3593d8afab32";"d7469bf8-4aea-472c-98e1-2969c17945ca";"SAP FI"
"6da66d97-1c2d-4b22-84a9-84e0e30e39d5";"d7469bf8-4aea-472c-98e1-2969c17945ca";"Node.js"
"331d3eaf-6026-48f2-b7e1-13e3a69a6610";"c3e4cd34-70e4-40c3-9e40-4180bc143d29";"SAP UI5"
"7b6505ec-775f-4db0-8757-0d17d5baf9f4";"c3e4cd34-70e4-40c3-9e40-4180bc143d29";"SAP SD"
"76389fd1-6408-460e-8b68-36ce0e34f4dc";"c3e4cd34-70e4-40c3-9e40-4180bc143d29";"SAP CO"
"d99f2796-0382-45ec-8f98-b5e36ff26caa";"b9d99b19-0117-4ec7-bc9d-d3def06ee475";"SAP CO"
"53d446a2-84d5-4889-8092-2c056b7c7fac";"b9d99b19-0117-4ec7-bc9d-d3def06ee475";"SAP MM"
"2db3401f-8ee1-4fd3-bc4a-ac44b53879b8";"b8eef700-490c-42ee-afa6-4a7af26e1369";"SAP MM"
"81348b8b-f491-4776-a839-c78ff770c706";"b8eef700-490c-42ee-afa6-4a7af26e1369";"OData"
"b22ff787-2219-4b41-a2fa-af100c41dbf5";"b8eef700-490c-42ee-afa6-4a7af26e1369";"CDS Views"
"2955b852-2a45-413b-82cf-e28312caa6a3";"d3742584-ad69-4373-aee2-c05b4299fc5c";"OData"
"cd407755-7b9f-49bb-954f-409ecdf05415";"d3742584-ad69-4373-aee2-c05b4299fc5c";"SAP MM"
"1fc1ebf3-c8e2-4bd0-892b-cce14aa6dc54";"d3742584-ad69-4373-aee2-c05b4299fc5c";"SAP CO"
"789707a9-af22-483f-8d60-589aedf1c792";"d3742584-ad69-4373-aee2-c05b4299fc5c";"SAP FI"
"e70c0898-3546-4a0c-83d1-a50ae2a798ee";"d3742584-ad69-4373-aee2-c05b4299fc5c";"Adobe Forms"
"9ab51529-ef7c-4adc-a03f-f864f647b571";"b2b11eec-5c8f-44fc-b25f-1f729df9f872";"OData"
"9c887877-aa9a-4eab-89b4-2882d833f497";"b2b11eec-5c8f-44fc-b25f-1f729df9f872";"SAP Fiori"
"e88f5b5e-0444-4ac8-81b1-715a7fa417f1";"ef08ef2b-c439-434a-ab52-77f4b407c371";"SAP UI5"
"ea646a03-dbca-4b52-8ed5-e0382025aa03";"ef08ef2b-c439-434a-ab52-77f4b407c371";"CDS Views"
"af06c27e-7734-43e2-a255-df078a2e2c8b";"ef08ef2b-c439-434a-ab52-77f4b407c371";"Node.js"
"9823abaf-8f66-46a8-b7e6-cc74eb937ffc";"ef08ef2b-c439-434a-ab52-77f4b407c371";"SAP Fiori"
"6325c362-82c3-4fd5-9ba3-c6118a4ad895";"1d782889-1c37-4f9e-bb39-c58ae3258539";"SAP UI5"
"18cd6622-9046-4cdf-ba3a-8f075141b9fe";"1d782889-1c37-4f9e-bb39-c58ae3258539";"Node.js"
"44959565-cd10-4ac3-8f1b-8d82a9d66491";"1d782889-1c37-4f9e-bb39-c58ae3258539";"SAP CO"
"5e4955f9-3332-4f6a-a769-19ed1f37509e";"1d782889-1c37-4f9e-bb39-c58ae3258539";"BTP"
